Number,Surname,GivenName,TelephoneNumber,Birthday
952,Lamarre,Christiane,01.11.02.64.14,8/17/1992
953,Descoteaux,Daisi,02.86.55.95.55,7/18/1987
954,L'Heureux,Marlon,04.82.34.53.90,8/28/1967
955,Perrault,Benoît,04.22.15.43.47,4/5/1940
956,Mercier,Searlas,02.05.64.04.07,8/15/1954
957,Pomerleau,Arienne,02.51.41.49.21,10/5/1970
958,Arcouet,Dominic,02.29.60.14.46,3/13/1984
959,Thivierge,Marshall,05.45.17.79.72,4/13/1988
960,Desrosiers,Campbell,05.84.68.32.10,6/17/1938
961,Mainville,Garland,04.66.38.52.41,1/12/1969
962,Course,Claire,01.88.36.98.03,12/16/1991
963,René,Philippe,01.09.63.22.85,2/3/1946
964,Gour,Brie,04.04.59.24.53,7/8/1990
965,Racine,Flordelis,04.15.74.77.55,2/1/1955
966,Guimond,Mallory,01.80.55.09.38,12/10/1991
967,Gareau,Favor,01.64.63.37.33,4/5/1980
968,Bouchard,Belda,02.52.71.75.03,9/24/1953
969,Tanguay,Élisabeth,01.63.02.80.31,8/3/1952
970,Lamothe,Legget,03.65.92.97.27,11/9/1991
971,Savoie,Jeanette,03.71.48.01.08,3/15/1990
972,Lanoie,Fitz,04.99.36.05.35,1/12/2003
973,Dubois,Francis,04.45.32.15.20,5/26/1949
974,Archambault,Nathalie,01.00.35.47.53,10/13/1983
975,Busque,Fusberta,01.40.18.39.36,12/22/1947
976,Souplet,Roslyn,01.69.64.01.29,4/12/1973
977,Barrientos,Slainie,05.59.88.62.44,1/10/1946
978,Marchesseault,Pénélope,03.62.38.91.82,7/26/1963
979,Vernadeau,Pierre,05.97.35.04.49,3/25/1942
980,Pirouet,Pansy,03.19.82.10.10,8/28/1985
981,Théberge,Oliver,02.90.44.03.00,1/13/1974
982,Talon,Aubrey,05.71.90.98.02,11/14/1956
983,Doyon,Gano,03.50.72.42.37,11/19/1945
984,Bolduc,Élise,01.30.18.18.82,12/4/1998
985,Chabot,Frédéric,03.25.72.73.40,4/2/1984
986,Auclair,Legget,04.10.36.87.28,5/22/1970
987,Querry,Raina,03.17.54.91.55,7/28/1950
988,Rousseau,Adorlee,01.98.50.56.51,8/19/1999
989,LaGarde,Avril,01.58.26.90.93,5/14/1997
990,Méthot,Alphonse,01.28.95.02.46,9/5/1988
991,Barjavel,Capucine,04.19.29.25.09,6/9/1983
992,Gour,Ambra,03.85.39.93.48,8/9/1978
993,Carrière,Céline,01.30.81.81.28,3/28/1966
994,Lauzier,Delmar,01.07.86.05.29,8/25/1990
995,Perillard,Annot,03.61.80.92.54,8/31/1978
996,Chauvet,Merlin,01.31.64.23.93,5/25/1969
997,Grandpré,Brie,05.84.29.03.35,9/16/1965
998,Deserres,Estelle,04.08.48.31.42,1/3/1987
999,Lapointe,Gilles,03.86.41.02.96,8/1/1953
1000,Pelland,Ray,01.27.24.86.28,7/26/1959
1001,Marcoux,Jacquenett,04.55.20.47.66,3/26/1998
1002,Guertin,Luc,03.44.16.87.20,5/24/1997
1003,Jomphe,Ogier,01.40.82.01.91,1/28/1951
1004,Vaillancour,Bernard,03.11.86.43.08,10/29/1945
1005,Bler,Berangaria,04.33.18.58.22,12/12/1966
1006,Deslauriers,Avice,04.58.74.32.73,3/22/2003
1007,Provencher,Françoise,04.62.98.52.86,9/2/2001
1008,Simon,Claude,04.41.40.59.04,4/12/1991
1009,Coulombe,Alaine,04.53.24.02.14,3/22/2000
1010,D'Avis,Tabor,03.91.95.48.30,1/15/1972
1011,Leroy,Jolie,04.62.96.22.02,6/22/1993
1012,Fréchette,Laurent,05.60.04.54.57,8/15/1998
1013,Vadnais,Wyatt,05.79.23.32.48,1/12/1954
1014,Bilodeau,Antoinette,01.60.57.18.32,10/25/1960
1015,Fremont,Nicholas,04.44.70.16.31,9/11/1966
1016,Lazure,Amélie,04.48.67.23.46,11/3/1943
1017,Paquin,Bayard,03.75.67.61.97,4/27/1959
1018,Beausoleil,Denise,03.43.38.58.55,4/18/1986
1019,Morin,Jeannine,01.01.17.89.31,12/8/1945
1020,Fortier,Grégoire,01.58.71.53.84,4/11/1961
1021,Pichette,Desire,01.60.31.06.48,7/5/1955
1022,Gladu,Felicienne,04.18.72.49.24,9/9/1971
1023,Monty,Nicolette,04.44.63.21.02,7/21/1963
1024,Quinn,Albracca,04.58.82.19.60,2/25/1955
1025,Petrie,Alphonsine,01.25.88.43.45,9/25/1972
1026,Daviau,Véronique,01.12.78.76.59,6/15/1950
1027,Vallée,Ancelina,01.31.51.25.06,9/29/1996
1028,Vernadeau,Serge,03.91.96.01.76,6/16/1987
1029,Josseaume,Huette,01.83.07.18.24,1/27/2000
1030,Loiseau,Agrican,02.06.40.50.16,8/16/1996
1031,Laux,Faustin,03.06.74.11.13,10/8/1981
1032,Berthelette,Royale,03.07.81.44.96,2/11/1991
1033,Robillard,Methena,01.63.40.68.87,8/13/2002
1034,Laframboise,Jeanne,01.50.55.02.75,5/28/1946
1035,Faubert,Frontino,05.91.74.29.68,6/10/1965
1036,Parizeau,Berangaria,02.04.93.88.02,4/20/1966
1037,Fortin,Paulette,03.22.65.70.32,11/19/1961
1038,Durand,Brigliador,03.60.60.25.44,4/5/1973
1039,Dupéré,Aubrey,01.84.77.63.26,5/28/1952
1040,Quinn,Alaine,03.00.66.26.34,2/24/1994
1041,Mazuret,Matthieu,05.51.01.79.98,7/7/1986
1042,Bienvenue,Françoise,03.25.35.35.13,7/3/1997
1043,Brian,Aubert,02.67.37.19.12,8/18/1998
1044,Bazinet,Manon,04.36.81.00.32,12/28/1993
1045,Savoie,Patience,03.99.69.53.12,5/22/1958
1046,Gosselin,Daniel,03.06.08.39.52,6/26/1942
1047,Deniger,Peverell,03.04.20.53.04,9/13/1939
1048,Beaulieu,Madeleine,01.91.50.59.98,7/1/2003
1049,Caron,Dexter,04.29.04.17.34,6/20/1975
1050,Chenard,Kerman,03.71.72.33.91,11/29/1956
1051,Sabourin,Ferrau,01.63.38.40.79,3/20/1999
1052,Devoe,Malagigi,01.73.15.62.21,5/14/1988
1053,Martel,Millicent,03.02.85.77.68,8/8/1948
1054,Parizeau,Élodie,02.11.27.41.43,6/30/1968
1055,Leroux,Sylvie,04.81.70.95.92,3/22/1964
1056,Perreault,Guerin,05.09.30.08.24,2/14/1963
1057,Doyon,Berangaria,01.11.69.99.84,12/5/1965
1058,Richer,Émilie,01.96.22.52.44,5/3/2003
1059,Séguin,Laure,03.60.70.10.98,3/15/1982
1060,Fremont,Artus,02.55.24.70.72,1/7/1988
1061,Maheu,Alain,04.64.47.27.23,6/3/1944
1062,Camus,Lirienne,04.12.29.37.51,11/12/1959
1063,Labbé,Auguste,05.24.52.55.39,8/13/1996
1064,Bazinet,Burkett,05.19.53.91.95,2/7/1961
1065,"de Brisay",Searlas,01.62.56.01.75,7/14/2002
1066,Étoile,Amber,03.23.63.97.27,4/11/2005
1067,Arcouet,Satordi,02.16.39.62.57,9/11/1943
1068,Sacré,Mignonette,04.39.48.94.88,7/26/1995
1069,Desnoyer,Babette,05.33.68.39.72,7/5/2002
1070,Bernard,Jean,03.24.32.41.90,10/1/1968
1071,Ruest,Noelle,01.98.91.11.41,5/7/1999
1072,Reault,Vick,05.19.68.98.41,9/30/1992
1073,Lajeunesse,Allyriane,02.98.73.89.38,7/10/2002
1074,Clavet,Alice,02.37.48.50.07,3/25/1961
1075,Begin,Archaimbau,02.12.54.52.76,7/11/1949
1076,Bois,Nicholas,03.80.74.09.91,2/22/1978
1077,Arpin,Daniel,02.06.38.12.50,9/19/1951
1078,Ratté,Ernest,01.22.30.83.26,9/14/1985
1079,Rossignol,Richard,03.65.73.63.94,8/5/1954
1080,DeGrasse,Caroline,01.80.53.98.60,11/2/1946
1081,Provencher,Cosette,03.59.25.87.49,1/12/1986
1082,Meunier,Alexandrie,01.58.42.80.43,4/17/1958
1083,Sicard,Artus,03.36.78.79.67,7/18/1993
1084,Bouvier,Christiane,05.44.47.39.00,7/13/1970
1085,Pouchard,Laurent,01.21.92.30.29,7/30/1992
1086,Couet,Dreux,03.08.75.18.81,2/6/2001
1087,Thibault,Aubine,03.08.81.16.95,4/21/1996
1088,Auclair,Ruby,05.66.20.58.17,1/22/1955
1089,Lévesque,Peppin,02.61.21.05.64,1/30/2004
1090,Duranseau,Ambra,05.40.12.84.35,3/22/2004
1091,Chrétien,Malagigi,05.53.27.85.46,12/16/1948
1092,Marois,Durandana,01.84.49.08.31,5/15/1992
1093,Beaupré,Moore,03.17.96.52.30,5/22/1942
1094,Lemaître,Constance,01.98.08.32.73,7/17/1979
1095,Souplet,Nathalie,05.93.11.96.45,10/10/1951
1096,Phaneuf,Ray,04.14.06.08.80,7/23/1980
1097,Allaire,Karlotta,01.04.24.42.64,4/21/1970
1098,Chabot,Francis,05.98.59.13.18,10/20/2001
1099,"de Chateaub",Aceline,01.42.47.42.24,11/19/2000
1100,Larivière,Lowell,01.54.96.71.74,5/8/1986
1101,Coulombe,Gemma,03.15.62.39.40,5/20/1963
1102,Bédard,Adrienne,03.80.84.69.07,2/28/1987
1103,Devost,Patricia,01.65.83.64.04,2/8/1986
1104,Migneault,Paulette,01.44.04.20.26,10/27/1976
1105,Benjamin,Éléonore,04.24.86.41.77,10/14/1967
1106,Lizotte,Gaston,05.56.85.83.85,12/1/1988
1107,Dionne,Kari,03.40.94.01.32,1/2/1943
1108,Riel,Yolette,02.40.01.82.89,10/10/1998
1109,Lamarre,Sennet,01.18.30.42.33,5/3/1997
1110,Bazinet,Claire,01.18.51.80.93,9/16/1971
1111,Fecteau,Arienne,04.85.96.36.55,3/1/2001
1112,Durand,Jacques,01.52.91.00.36,7/17/1951
1113,Belisle,Anton,04.95.65.60.88,9/24/1940
1114,Lampron,Élisabeth,02.32.82.82.85,10/17/2002
1115,Cressac,Estelle,04.85.72.66.79,9/16/1965
1116,Duperré,Éric,01.07.30.03.68,6/22/1966
1117,Aubin,Donatien,01.74.37.61.72,5/20/1984
1118,Roussel,Gaetane,03.34.13.36.33,9/30/1946
1119,Poisson,Océane,04.87.77.86.30,2/12/1979
1120,Gauvin,Delit,04.46.19.42.42,12/11/1991
1121,Devost,Gradasso,03.43.99.44.75,11/28/1968
1122,Devoe,Tanguy,02.95.29.26.30,2/13/1947
1123,Salois,Jeoffroi,04.27.89.12.30,3/13/1942
1124,Fréchette,Slainie,04.35.62.22.15,8/23/1996
1125,Brisette,Cécile,03.19.60.64.08,3/30/1958
1126,Chandonnet,Platt,01.27.53.53.39,6/27/1958
1127,Poulin,Hugues,01.00.94.84.47,9/1/1968
1128,Lebel,Yolande,03.75.76.94.15,1/4/1940
1129,Paimboeuf,Audrey,02.90.02.44.13,7/28/2003
1130,Guernon,Olivier,04.18.55.58.83,3/17/1956
1131,Racine,Marie,01.07.90.79.94,12/3/1942
1132,Morneau,Alphonsine,05.59.81.72.20,3/27/1945
1133,Lapointe,Neville,04.59.11.22.14,3/2/1977
1134,Fugère,Talon,04.80.50.85.82,4/18/1944
1135,Course,Franck,01.46.67.37.17,6/18/1975
1136,Gregoire,Dreux,03.37.62.19.46,6/22/2003
1137,Souplet,Florismart,05.73.89.75.61,8/8/1973
1138,Beausoleil,Christien,03.70.12.97.24,12/3/1942
1139,Garnier,Maurelle,01.19.01.65.92,7/26/1990
1140,Robitaille,Marthe,03.29.55.90.81,4/6/1965
1141,Corbin,Hardouin,02.68.10.23.64,3/5/1990
1142,Cailot,Carine,02.60.87.37.42,5/4/1987
1143,Daigneault,Olympia,05.23.18.00.29,7/7/1993
1144,Longpré,Leal,04.33.35.72.91,9/11/1941
1145,Cousteau,Arnaude,04.89.24.16.62,2/11/1996
1146,Arsenault,Danielle,04.17.81.97.08,5/24/1946
1147,Brasseur,Saber,04.66.48.67.87,7/17/1958
1148,Parizeau,Brunella,05.02.18.46.34,9/16/1955
1149,Poissonnier,Patrick,04.72.45.57.99,9/6/1965
1150,Bonsaint,Joanna,01.12.67.54.92,1/23/1973
1151,Hervieux,Lance,01.63.51.89.17,11/17/1981
1152,Chassé,Fitz,01.52.41.67.84,12/20/2001
1153,Moïse,Trinette,03.63.81.24.55,5/31/2000
1154,Dubeau,Franck,03.17.38.37.52,2/9/1955
1155,Bédard,Denis,04.78.05.59.29,9/7/1949
1156,Paquet,Arno,01.73.93.08.19,9/8/1943
1157,Massé,Orlene,01.12.85.04.77,3/28/1979
1158,Fongemie,Felicien,03.23.47.45.97,12/15/1972
1159,Gadbois,Huette,01.32.81.85.78,4/3/1947
1160,Lebel,Vignette,01.41.53.62.78,12/7/1944
1161,Lessard,Karel,01.85.66.05.32,2/5/1956
1162,Therriault,Philippe,03.68.36.00.83,1/22/1963
1163,Bisaillon,Laure,04.80.22.60.45,2/1/1950
1164,Vaillancourt,Cloridan,03.78.10.68.25,4/20/1974
1165,Boulanger,Merle,03.71.85.76.75,5/6/1939
1166,Jodion,Mason,05.37.39.45.94,4/5/1998
1167,Baron,Legget,01.78.55.71.92,12/1/1968
1168,Allard,Éric,04.20.87.29.94,10/7/1995
1169,Bondy,Gérard,01.65.90.90.00,7/3/1993
1170,Sansouci,Nicolas,03.39.70.71.13,1/1/1989
1171,Franchet,Lothair,04.82.57.74.38,10/3/1998
1172,Saindon,Fantina,01.15.01.56.07,12/23/1991
1173,Lang,Mandel,01.18.03.08.55,5/31/1947
1174,Mazuret,Aubert,04.57.19.47.93,4/5/1970
1175,Thibodeau,Carine,02.00.08.80.30,5/10/1953
1176,Adler,Jeoffroi,04.31.95.38.29,6/5/1993
1177,Montminy,Cammile,02.24.72.57.88,12/13/1974
1178,Cormier,Amedee,01.97.06.63.87,4/11/1980
1179,Bourgeau,Olivie,01.80.27.98.89,11/12/2004
1180,Parrot,Rule,04.88.66.77.16,7/23/1943
1181,Bolduc,Viollette,01.48.94.16.01,7/21/1968
1182,Tollmache,Arber,03.42.05.38.11,4/15/1969
1183,Clément,Lorraine,05.16.34.66.60,11/14/1981
1184,Royer,Bertrand,04.22.80.18.76,8/12/1990
1185,Poulin,Rule,03.77.86.49.88,2/19/1968
1186,Pichette,Aubrey,01.48.56.98.29,7/1/1942
1187,Primeau,Catherine,01.25.90.04.86,3/11/1940
1188,Duranseau,Ferragus,01.28.08.13.45,10/31/1961
1189,Boncoeur,Charlotte,02.19.46.87.45,1/9/1957
1190,Lessard,Martine,01.30.98.43.19,12/7/2001
1191,Bellefeuille,Voleta,04.67.81.01.65,4/6/2002
1192,Beaulieu,Serge,05.76.62.37.73,4/21/1952
1193,Leblanc,Gano,04.59.83.34.84,6/20/1944
1194,Lévesque,Louis,04.14.25.71.13,5/18/1991
1195,Massé,Pierre,01.36.04.75.78,4/30/1991
1196,Fluet,Ganelon,04.90.52.86.59,7/1/1964
1197,Lapierre,Bradamate,01.02.47.06.19,12/21/1947
1198,Beauchamps,Marcel,01.35.08.46.89,11/24/1964
1199,Adler,Marthe,01.00.41.03.56,4/11/1956
1200,Guernon,Landers,01.43.28.54.87,11/11/1960
1201,Cailot,Bellamy,04.67.23.27.31,12/5/1950
1202,Grandbois,Algernon,03.42.31.76.95,10/17/1970
1203,Tessier,Noémi,05.70.40.28.35,11/17/2001
1204,Corbeil,Morgana,03.29.40.45.26,6/29/1988
1205,Dufour,Perrin,05.41.53.96.58,7/2/1957
1206,Guertin,Édouard,04.95.93.18.31,9/2/1950
1207,Mothé,Blanchefle,01.24.91.68.19,11/12/1944
1208,Mailloux,Andrée,04.59.80.75.97,9/6/1943
1209,Renaud,Thiery,01.03.26.16.11,5/30/1970
1210,Ouellet,Neville,03.99.41.27.28,7/30/1971
1211,Authier,Xavier,04.88.88.24.95,1/15/1981
1212,Lanteigne,Clarice,02.52.04.31.00,8/30/1972
1213,Langelier,Yseult,05.53.95.36.45,8/8/1969
1214,Avare,Fabien,05.80.14.69.65,6/30/1999
1215,Chatigny,Ranger,02.10.70.56.65,11/22/1998
1216,Plante,Favor,02.72.07.54.94,2/27/1989
1217,Parent,Mavise,05.29.05.02.91,4/2/1958
1218,Parenteau,Zdenek,01.44.28.19.78,7/31/1954
1219,Beaudry,Delmare,05.55.92.86.34,2/27/1978
1220,Plante,France,02.42.32.55.12,12/31/1980
1221,Noël,Russell,03.61.47.67.66,7/4/1964
1222,Cloutier,Desire,01.45.94.71.14,8/12/1945
1223,Paulet,Fortun,04.12.83.60.13,3/17/2002
1224,Bizier,Mallory,05.46.37.73.07,5/12/1946
1225,Therriault,Harcourt,01.11.74.90.13,11/13/1980
1226,Jetté,Françoise,01.68.80.56.58,12/10/1959
1227,Francoeur,Victor,03.01.41.93.29,10/13/1949
1228,Durepos,Danielle,03.37.01.87.21,3/9/1991
1229,Lauzier,Adorlee,04.60.26.69.66,8/23/1992
1230,Desroches,Fletcher,05.88.95.45.27,10/27/1983
1231,Joly,Philip,02.01.87.37.28,2/1/1962
1232,Vachon,Pierre,03.57.25.23.78,1/28/1983
1233,Hervieux,Bruce,01.27.79.38.57,3/24/1947
1234,Quiron,Vignette,04.29.68.48.34,10/12/1954
1235,Quessy,Germain,05.25.05.08.19,4/30/1943
1236,Lefèbvre,Voleta,01.29.31.46.26,5/6/1966
1237,Houle,Dorothée,03.01.48.00.05,4/3/1989
1238,Boisvert,Sidney,03.91.14.13.67,5/26/1948
1239,Chnadonnet,Laurent,03.76.67.23.58,11/11/1986
1240,Asselin,Agramant,01.33.89.59.93,8/22/1979
1241,Poissonnier,Arlette,01.37.17.15.74,11/21/1982
1242,Bourgeau,Alfred,04.38.08.34.58,11/2/1951
1243,DeGrasse,Thérèse,01.63.16.12.39,1/28/1957
1244,Austin,Sacripant,04.85.75.25.64,7/22/1991
1245,CinqMars,Clovis,05.29.73.53.76,5/17/1971
1246,Fresne,Inès,02.89.24.36.51,2/14/1975
1247,Beaupré,Lance,04.31.96.08.35,10/11/1966
1248,Racine,Onfroi,04.56.44.08.11,2/23/1961
1249,Charron,Clarimunda,04.90.17.08.69,8/4/1989
1250,Mainville,Clothilde,02.56.43.35.51,5/22/1938
1251,Bousquet,André,03.29.92.35.97,7/30/2000
1252,Hébert,Matthieu,01.70.67.54.04,3/22/1947
1253,Fréchette,Victor,04.11.38.44.68,6/19/1975
1254,Leclair,Sabine,02.67.63.11.90,12/11/1949
1255,Cinq-Mars,Nicholas,01.11.20.49.69,3/5/1986
1256,Carignan,Artus,04.87.65.24.01,8/28/1961
1257,Charest,Charmaine,02.62.70.06.09,10/12/1954
1258,Bourassa,Maureen,05.64.14.02.18,6/12/2002
1259,Leclair,Oliver,02.47.89.54.16,1/23/1991
1260,Dodier,Arber,04.50.48.23.55,1/2/1985
1261,Doucet,Astolpho,04.75.15.68.13,5/17/1970
1262,Lepage,Honore,05.50.78.17.42,7/22/1975
1263,Marceau,Belda,01.75.21.46.26,2/8/1945
1264,Jacques,Kari,05.69.86.00.82,3/27/1967
1265,Bériault,Harriette,05.78.77.94.05,10/11/1957
1266,Lagrange,Ogier,03.64.88.39.51,1/15/1977
1267,Beaulieu,Romain,03.33.44.89.54,6/25/1986
1268,Melanson,Guy,02.86.16.07.24,8/27/1961
1269,Bourgeois,Parnella,04.59.87.79.06,4/10/1949
1270,Pelletier,Malagigi,01.14.23.77.62,2/26/1950
1271,Salmons,Aiglentina,03.93.77.58.37,8/23/1957
1272,Martin,Troy,04.91.92.21.55,7/29/1982
1273,Sevier,Azura,02.31.35.59.75,3/1/1962
1274,Beauchamp,Montague,02.86.44.57.28,6/13/1943
1275,Renaud,Amber,01.55.57.44.58,9/19/1987
1276,Brunault,Annette,01.97.99.70.20,3/15/1999
1277,Gladu,Porter,01.99.98.31.73,6/19/1950
1278,Gousse,Gemma,02.68.88.65.14,2/7/1976
1279,Blondlot,Ophelia,04.51.58.77.88,3/28/1940
1280,Sauriol,Charlot,05.57.86.59.84,5/29/1950
1281,Chauvet,Arnaud,01.46.37.40.92,11/30/1944
1282,Coudert,Denis,04.26.09.49.43,4/12/1949
1283,Lalonde,Adrienne,04.05.67.21.44,7/31/1951
1284,Lamy,Mavise,01.60.28.92.17,6/5/1975
1285,Couture,Burnell,04.81.52.89.75,2/22/1959
1286,Lapointe,Madelene,01.17.37.09.70,11/25/2000
1287,Sirois,Henri,01.75.80.22.14,1/5/2003
1288,Reault,Susanne,01.60.40.96.01,10/16/1998
1289,Archambault,Catherine,01.69.36.59.07,9/23/1955
1290,Drouin,Bellamy,05.63.68.16.81,4/17/1965
1291,Davignon,Percy,01.81.16.79.39,9/26/1989
1292,Parrot,Aubrette,01.58.30.23.86,8/22/2002
1293,Plaisance,Christine,01.84.15.40.33,7/30/1987
1294,Chnadonnet,Bruno,03.65.02.57.93,10/29/1952
1295,Laforge,Noelle,03.86.63.01.14,10/12/1940
1296,Aubin,Noémi,05.59.58.87.38,1/14/1978
1297,Cinq-Mars,Felicien,05.33.99.51.80,6/9/1961
1298,Jomphe,Dominic,02.11.01.36.45,3/3/1942
1299,Gervais,Alain,05.55.38.10.10,10/2/1977
1300,Marcheterre,Voleta,01.75.16.03.38,3/7/1962
1301,Croquetaigne,Merle,02.13.87.54.67,12/10/1972
1302,Jacques,Annette,01.02.00.89.56,2/8/1942
1303,Morel,Tilly,04.99.55.11.78,9/26/1993
1304,Austin,Sophie,04.22.86.88.62,12/27/1968
1305,Paquin,Erembourg,05.39.58.51.18,9/10/1960
1306,Dufresne,Delmare,04.35.05.75.13,9/23/1941
1307,Chicoine,Orlene,02.35.50.45.50,8/27/1944
1308,"De La Vergne",Catherine,04.21.35.89.08,9/14/1977
1309,Desroches,Harbin,01.35.78.92.74,12/30/1945
1310,Duffet,Patricia,01.35.92.94.44,8/8/1942
1311,Nadeau,Nicole,02.10.74.76.29,3/15/1993
1312,Salmons,Burnell,02.20.40.21.33,10/28/1966
1313,Gregoire,Arnou,01.23.94.33.72,3/26/1998
1314,Sorel,Julie,01.26.15.48.65,6/27/1995
1315,Piedalue,Harriette,05.28.49.29.04,9/13/1990
1316,Bourdette,Yolande,01.89.80.11.15,4/10/1976
1317,Richard,Apolline,02.88.16.42.41,8/4/1997
1318,Demers,Harriette,03.38.47.14.43,8/29/1977
1319,Laberge,Porter,03.70.08.80.83,10/14/1972
1320,Sorel,Françoise,02.96.66.36.68,12/19/1993
1321,Duffet,Georges,01.12.56.17.00,1/13/1966
1322,Vaillancourt,Pinabel,01.57.24.48.84,1/4/1939
1323,Bourgeau,Suzette,05.68.15.16.71,1/30/1965
1324,Ruais,Colette,03.71.76.76.94,8/4/2002
1325,Gamache,Patience,04.91.27.15.74,11/18/1970
1326,Leroy,Rémy,03.67.28.06.32,10/17/2000
1327,Parizeau,Fabrice,04.29.80.62.87,4/18/1964
1328,Bazin,Maurelle,03.57.66.87.61,4/18/1983
1329,Primeau,Lothair,02.30.23.73.97,6/28/1998
1330,Gladu,Corinne,04.45.52.97.87,6/22/1995
1331,St-Pierre,Burnell,03.82.08.98.81,1/7/2000
1332,Chicoine,Baptiste,01.67.74.04.48,10/2/1980
1333,Larivière,Saville,04.22.85.41.53,12/5/1994
1334,Beauchamps,Desire,05.39.72.49.06,7/31/1986
1335,Richard,Marie,01.56.17.13.37,6/8/1942
1336,St-Pierre,Curtis,04.44.47.75.96,9/3/1941
1337,Charpie,Éric,01.76.97.10.48,11/6/1984
1338,Roy,Neville,05.21.94.59.32,11/8/1997
1339,Soucy,Jay,02.17.93.85.44,1/17/2002
1340,Montminy,Alphonse,02.47.64.83.18,7/16/1992
1341,Guibord,Loyal,04.82.98.75.90,2/22/1944
1342,Maheu,Roch,01.92.86.30.27,12/21/1982
1343,Beauchamp,Yolette,05.29.49.84.49,11/24/1986
1344,Laberge,Brie,03.46.97.13.78,7/21/1954
1345,Rodrigue,Huette,01.03.35.60.14,12/30/1940
1346,Lazure,Germain,03.61.16.26.33,8/13/1965
1347,Édouard,Amabella,02.02.09.46.29,5/13/1986
1348,Bourassa,Francis,01.91.70.36.66,3/28/1975
1349,Metivier,Patrice,03.04.70.83.95,8/15/1989
1350,Ricard,Desire,02.14.03.67.47,7/12/1947
1351,Ferland,Emmanuel,01.77.66.49.20,8/5/1949
1352,Lajoie,Leroy,01.08.66.50.06,4/20/1950
1353,Chesnay,Sidney,04.67.17.71.93,3/25/1970
1354,Favreau,Anouk,05.29.78.26.92,2/10/1939
1355,Paquin,Vallis,05.12.16.44.22,7/22/1959
1356,Raymond,Éric,01.48.90.21.36,1/12/2005
1357,Deschênes,Jay,04.50.75.34.55,10/29/1993
1358,Brisebois,Honore,03.32.96.77.86,8/16/1947
1359,Duhamel,Jacqueline,01.28.18.16.67,12/31/1938
1360,Fluet,Matilda,05.79.42.02.33,10/31/1942
1361,Bonsaint,Saber,03.22.73.87.65,3/18/1949
1362,Viens,Arienne,04.87.46.73.74,5/1/1982
1363,Lereau,Astrid,02.98.75.05.83,6/29/1938
1364,Croquetaigne,Etoile,04.95.85.61.58,1/11/1942
1365,Chastain,Odo,05.24.78.89.15,11/26/1957
1366,Beaujolie,Melusina,03.87.18.92.94,10/7/1954
1367,Bourassa,Joy,02.47.24.59.78,4/9/1990
1368,Dupont,Philippe,04.06.14.91.73,10/3/1988
1369,Charest,Christabel,04.21.93.55.26,8/30/1999
1370,Barjavel,Audrey,03.65.58.78.06,2/25/1986
1371,Beaulé,Arno,04.74.01.43.38,3/9/1960
1372,Pitre,Blanchefle,01.05.47.25.94,7/27/1994
1373,Duhamel,Olivier,01.62.13.07.80,5/10/1940
1374,Crête,Brice,03.35.38.66.63,7/27/1963
1375,Sauvé,Eugenia,01.31.31.77.17,10/19/1987
1376,Roux,Cécile,01.39.03.44.27,6/19/1997
1377,Dubeau,Arianne,05.17.96.37.67,1/26/1947
1378,Mireault,Orlene,04.78.42.02.13,2/16/1955
1379,Chatigny,Orane,04.78.55.28.81,3/10/2004
1380,Varieur,Dexter,01.35.97.52.72,10/1/1970
1381,Gour,Georges,05.85.48.12.31,7/25/1975
1382,Marois,Élodie,01.66.18.50.13,10/9/2001
1383,Saindon,Gabrielle,03.16.84.03.74,9/10/1949
1384,Plourde,André,01.50.34.21.28,11/20/1963
1385,Therrien,Geoffrey,01.13.76.68.02,3/16/2003
1386,Gauvin,Gabriel,01.70.44.77.34,5/18/1957
1387,LaCaille,Melville,02.75.36.93.58,10/5/2000
1388,Gougeon,Algernon,01.28.92.84.89,3/17/1942
1389,Cartier,Arnaude,04.13.76.03.24,2/24/1983
1390,Savard,Orlene,05.68.51.45.63,12/17/1970
1391,Robillard,Christine,04.36.51.10.06,8/3/1966
1392,Marcoux,Monique,01.66.89.97.94,8/9/1987
1393,Gauvin,Hortense,01.04.69.73.07,2/23/1969
1394,Guibord,Gabrielle,04.44.30.87.71,12/26/1945
1395,Giguère,Catherine,01.98.80.64.50,5/29/1955
1396,Blanchard,Odelette,01.50.38.02.39,3/25/1963
1397,Vaillancourt,Dominic,02.99.15.00.62,8/22/1996
1398,Villeneuve,Delmar,02.49.12.86.30,6/25/1964
1399,Vertefeuille,Cher,05.35.98.75.49,8/1/1985
1400,Lebrun,Rosamonde,05.90.74.12.80,9/6/1997
1401,Saucier,Pansy,04.00.73.47.59,11/22/1988
1402,Labbé,Channing,03.19.25.57.82,7/5/2004
1403,Bisaillon,Jeanne,04.71.41.82.27,1/26/1984
1404,Authier,Melville,04.85.52.70.42,9/12/1990
1405,Alexandre,Zdenek,03.89.52.52.21,6/10/1945
1406,LaGrande,Nanna,04.27.05.45.96,7/17/1973
1407,Bizier,Sibyla,02.77.29.44.38,11/19/1948
1408,Dupéré,Berangaria,05.11.42.96.19,9/2/2001
1409,Mainville,Brigliador,02.92.51.18.56,12/5/1938
1410,Bilodeau,Monique,02.90.19.55.58,12/20/1955
1411,Dagenais,Michèle,01.97.87.12.31,2/22/1957
1412,Caya,Saville,05.23.89.48.23,6/27/1977
